Ano,Função,Projeto de Lei,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
2014,21 - Organização Agrária,4911620275,5156372499,5970422544,4292230106,2604469648,2517897482
2014,22 - Indústria,2505180072,2555003472,2625674452,2289207208,2135227532,2086317798
2014,23 - Comércio e Serviços,4798377479,5560101209,5942586185,4747521547,1367142535,1366971932
2014,24 - Comunicações,1573559858,1637445736,1810857840,1516608507,1273773730,1253630464
2014,25 - Energia,1953698458,2059672458,2199056241,1160244802,985372039,840129119
2014,26 - Transporte,24371189833,24646839493,26002266387,21123901222,14126120638,12218222276
2014,27 - Desporto e Lazer,1525386486,2228585737,3299212236,2417134783,854433812,838728332
2014,28 - Encargos Especiais,1337829849767,1345026899337,1505981078995,1288620911435,1247007871340,1246719225954
2014,99 - Reserva de Contingência,34567676643,31577857866,30613635499,0,0,0
2015,01 - Legislativa,7309164381,7365313468,7507690746,7103863348,6759374606,6753103952
2015,02 - Judiciária,29413217235,30316955792,32218086130,30946924977,29085734786,29026772407
2015,03 - Essencial à Justiça,5782982898,6462051664,6935906409,6453087390,5939773375,5906145798
2015,04 - Administração,31502025625,31159116532,29344147690,21796336697,20678351389,20556242176
2015,05 - Defesa Nacional,40618801090,43365363628,46413519495,41424403141,36135040899,33346171366
2015,06 - Segurança Pública,8318564658,8668397884,10807229620,9035951436,7869850041,7753719484
2015,07 - Relações Exteriores,2182318994,2193935484,3069571007,3153953243,3099332981,3094844306
2015,08 - Assistência Social,74718321918,74629681634,74550701634,73231136410,70717712868,69189785249
2015,09 - Previdência Social,529896421509,529878879813,541631120447,541216413317,540619552885,514494995316
2015,10 - Saúde,101007750953,112790518353,113007419766,102093782977,94626412057,93864923547
2015,11 - Trabalho,68527188044,68440238250,69970536779,67328190166,65351460413,65319558563
2015,12 - Educação,103028469184,105082965553,115501163942,103779651895,90325042930,88600739992
2015,13 - Cultura,2510028931,2770444578,2797362737,1867416089,896457220,855175442
2015,14 - Direitos da Cidadania,1635060229,2154674574,2202296040,1318521339,743366049,714905464
2015,15 - Urbanismo,6114759054,9963265523,9573360982,4370785073,1183662076,1133010595
2015,16 - Habitação,103960000,182848917,182848917,68608429,2391944,2391944
2015,17 - Saneamento,2199005869,2793006313,2480716741,1093555475,260352596,259588717
2015,18 - Gestão Ambiental,6563717111,6816916287,7316146303,4840686705,3113792211,3017743181
2015,19 - Ciência e Tecnologia,10121563568,10407300086,10596465381,8521365539,6555765684,6114662453
2015,20 - Agricultura,26422918784,28195242494,28813431209,21628517309,18555177040,18044289737
2015,21 - Organização Agrária,5294667447,5544620455,5879650969,3091101292,1725242651,1656759102
2015,22 - Indústria,2523830315,2681088222,2750377919,2223210707,2002432731,1970587526
2015,23 - Comércio e Serviços,4294684056,5686938396,5861073698,4180291406,1116735054,1110885509
2015,24 - Comunicações,1502767333,1510689662,1616062110,1446006080,1282139183,1205327614
2015,25 - Energia,2218677604,2297559868,2337191826,1886424790,1603044767,1577419986
2015,26 - Transporte,25191823035,26036067634,24638383817,16806926168,11533881625,9754913514
2015,27 - Desporto e Lazer,2536202572,3253681539,3425032352,2045385539,669018426,657190590
2015,28 - Encargos Especiais,1725756435854,1715396624967,1746556772910,1299090073457,1281794022430,1281616304305
2015,99 - Reserva de Contingência,36084373426,30632559872,30501842947,0,0,0
2016,01 - Legislativa,7461854446,7214082977,7298069836,7158663403,7008229650,7002522794
2016,02 - Judiciária,33306227233,31197697174,32787368148,32021078581,31261933170,31231804912
2016,03 - Essencial à Justiça,6500904090,6388033744,6704217430,6633506701,6329320218,6317349980
2016,04 - Administração,27988852270,28020517415,28056029645,24372145017,22861156076,22707360484
2016,05 - Defesa Nacional,60145148144,59502531385,62964299316,62091542579,57488384356,57271198308
2016,06 - Segurança Pública,8082731570,7941624532,10343532369,9715492479,8446530071,8423101068
2016,07 - Relações Exteriores,3148112606,2837330048,3403494107,2963365909,2804844157,2803241398
2016,08 - Assistência Social,77806618158,77265286224,80058344061,79760672879,78231299222,77565299156
2016,09 - Previdência Social,572726804827,571799007375,596136237986,595479656073,594839249748,579874195676
2016,10 - Saúde,100350435266,109868123419,112333047757,108268384482,100469508811,100190605308
2016,11 - Trabalho,74338720360,72496149358,73672318876,72409670573,70046991411,70042457874
2016,12 - Educação,103006579637,103520522753,109900303710,106738195558,95512812954,95184512947
2016,13 - Cultura,2178969742,2101262903,2335013589,1939529497,955447124,951534715
2016,14 - Direitos da Cidadania,1339578249,1398775458,3710884047,2408372458,1883184096,1835676288
2016,15 - Urbanismo,2480729336,4531119063,4836942371,3825101167,1550380774,1528637621
2016,16 - Habitação,12402182,27633638,57633638,38162827,9405847,9405847
2016,17 - Saneamento,837301985,636189522,640710551,563574029,409895211,409018271
2016,18 - Gestão Ambiental,6160605612,5694719267,6479413806,5575470417,3482426737,3407665785
2016,19 - Ciência e Tecnologia,8280968633,7585870779,7702281950,7291770772,6221490302,6092706095
2016,20 - Agricultura,30083842437,29490212873,30303652863,25988793415,19809146939,19741679545
2016,21 - Organização Agrária,3958554806,3734413323,4233774353,2986742338,2329950425,2300200247
2016,22 - Indústria,2264086261,2435952479,2475286359,2357999866,2103699683,2081097602
2016,23 - Comércio e Serviços,4911199439,5351073943,4115774243,3086756771,2386538085,2382856251
2016,24 - Comunicações,1541528495,1482700271,1505503656,1420376005,1345952340,1332513455
2016,25 - Energia,1958451208,1232984830,1990237145,1901690428,1707850191,1705369484
2016,26 - Transporte,18168647801,17440754675,17241566639,14217272944,10260253946,10073981353
2016,27 - Desporto e Lazer,1511356020,1684872020,1678300135,1412850041,482514493,477839759
2016,28 - Encargos Especiais,1689063141317,1694082082616,1715450681290,1478847154756,1459263387305,1459233070310
2016,99 - Reserva de Contingência,53810697211,96584863244,74992638253,0,0,0
2017,01 - Legislativa,8112225736,8115446954,7933831954,7232161514,7077350503,7074379986
2017,02 - Judiciária,34539761853,34775745652,36107751459,34522432700,33342964993,33311723466
2017,03 - Essencial à Justiça,7382209021,7576021472,7494506992,7307452805,7018418994,7013122883
2017,04 - Administração,27420901900,27908980205,29603153795,27445890872,25544276476,25417419681
2017,05 - Defesa Nacional,68416834181,69921315731,69925026607,68701012218,63649491701,63164587761
2017,06 - Segurança Pública,8006425762,8895302462,11548518830,10860870234,9170114737,9133214442
2017,07 - Relações Exteriores,3429078172,3429930005,2990293373,2992080133,2899805463,2896387734
2017,08 - Assistência Social,83215587636,83350235976,85287456476,84718166403,84114244956,83092410149
2017,09 - Previdência Social,650451834366,650486009370,656528302236,655771850801,655483277288,637415842846
2017,10 - Saúde,107274202639,117168043509,120356455929,117602483172,103247633605,102713827691
2017,11 - Trabalho,74791195034,74821583187,77378652678,71493629176,69912201786,69304629458
2017,12 - Educação,110694082017,112558593477,115111614994,111405469319,102137015664,101815707372
2017,13 - Cultura,2182964147,2343128709,2183255676,1904144070,1023896691,1020637185
2017,14 - Direitos da Cidadania,1516339232,1635857472,2620243249,1763727008,1421468126,1419988010
2017,15 - Urbanismo,2937975938,8445700151,7666171525,6355264615,1875390948,1843890667
2017,16 - Habitação,341400000,139079603,69312712,51351554,6221014,6221014
2017,17 - Saneamento,1384949999,1525954381,909567457,858728939,714602964,714602964
2017,18 - Gestão Ambiental,4514502343,5509422454,4735272496,4186973848,3108805442,3103213596
2017,19 - Ciência e Tecnologia,8256281122,8732109810,8049066311,7333296175,6237953812,6193159643
2017,20 - Agricultura,35814423197,37110835311,27621027871,23226443291,15476380328,15309417801
2017,21 - Organização Agrária,2908270659,3197132630,3214784392,2753906300,1837260173,1821925242
2017,22 - Indústria,2281968425,2411239957,2402763238,2293022930,2184000295,2161591657
2017,23 - Comércio e Serviços,5255343267,5741757478,4335578632,2784625235,2095989432,2095745682
2017,24 - Comunicações,1422439908,1424617806,1360653426,1262769104,1171092401,1156929611
2017,25 - Energia,2130477504,2150717176,2030825336,1911790578,1802572835,1798372044
2017,26 - Transporte,19247936334,21494170457,18624237209,15307399907,10990075898,10913109165
2017,27 - Desporto e Lazer,894283507,1416039588,1510009779,1294608612,315858132,312799410
2017,28 - Encargos Especiais,2064421141653,2066564217991,2059762683075,1310385607672,1291716906995,1291486913545
2017,99 - Reserva de Contingência,60224934116,46582011264,48105386634,0,0,0
2018,01 - Legislativa,8181952248,8181952248,7948891989,7351912152,7203084653,7188116748
2018,02 - Judiciária,37802612845,38052612845,38072104849,35879527483,35087096459,35055613447
2018,03 - Essencial à Justiça,7637035616,7568216114,7587405927,7416162968,7102064834,7071322905
2018,04 - Administração,31987335663,31586092938,33182949718,31144663584,28622487682,27146855795
2018,05 - Defesa Nacional,71757425102,73528846994,76801389134,76872131786,71523508231,67417552147
2018,06 - Segurança Pública,10926345416,10435174526,12851324098,12451551853,9292895056,8820097778
2018,07 - Relações Exteriores,2882369195,2761199522,3288729636,3253556651,3149404481,3123472377
2018,08 - Assistência Social,86438695686,86971235630,88738644358,88678803760,87994039909,85896620680
2018,09 - Previdência Social,689466947495,689469293442,687095876303,684255236054,682600709099,642886448273
2018,10 - Saúde,114792311212,121631824540,121864792265,120871652323,109548320250,108179156538
2018,11 - Trabalho,81280439280,81376157891,74780362113,72391779953,70873872746,70289191277
2018,12 - Educação,109727504563,111291595745,114309381798,112189694762,99448576283,95589490221
2018,13 - Cultura,1945186149,2024899735,2102005530,1999667408,1032877290,988631122
2018,14 - Direitos da Cidadania,1474910606,1714613984,2171916873,1624511264,1018905446,991045465
2018,15 - Urbanismo,2029234710,5501299856,5468537602,5386967533,1706904144,1604573267
2018,16 - Habitação,49831179,63031179,19259386,18530685,5675724,5675724
2018,17 - Saneamento,941550000,964262442,926911907,921150485,558630555,558409625
2018,18 - Gestão Ambiental,4707958911,5399400945,4893823638,4640336355,3679132968,3472168059
2018,19 - Ciência e Tecnologia,7467777762,7823672570,7661984458,7472185862,6540843761,6352177093
2018,20 - Agricultura,29741558650,29131984054,26215262914,22828549925,16240036578,15860183302
2018,21 - Organização Agrária,2479548870,2907304082,2822048857,2710119962,1673158189,1568290231
2018,22 - Indústria,2312483137,2299994591,2299340060,2241644169,2121815535,2023240627
2018,23 - Comércio e Serviços,4512523576,4850662589,4647711130,4615387632,2652948837,2649197444
2018,24 - Comunicações,1424071155,1430209188,1487445666,1418986844,1220732183,1167687934
2018,25 - Energia,2228721999,2219780338,2104027391,2011409993,1862387902,1827181464
2018,26 - Transporte,15176517533,17107549475,15863593832,15155176029,11627894642,11459288588
2018,27 - Desporto e Lazer,737631145,1282252870,1312368007,1245425313,294594020,267922793
2018,28 - Encargos Especiais,2126562365398,2125287213851,2159913140752,1430319204985,1411570589969,1411401134467
2018,99 - Reserva de Contingência,44164788285,32058748448,20787517674,0,0,0
2019,01 - Legislativa,8313073951,8287466881,8105708386,7536785506,7362863281,7356955986
2019,02 - Judiciária,37129958248,37076631113,38612104122,37262431759,36705251707,36577874209
2019,03 - Essencial à Justiça,7620784739,7619409739,7978896971,7670015480,7450501155,7417860122
2019,04 - Administração,27585084690,27399460260,28282939093,27136486814,25225691361,23862162691
2019,05 - Defesa Nacional,74591137932,75281603271,85159023808,84345540566,78905546322,75283377976
2019,06 - Segurança Pública,10671295742,11480891045,11623345657,11335740480,9537398090,9021846771
2019,07 - Relações Exteriores,3335569279,3308047717,3594255914,3339882283,3234307431,3219169373
2019,08 - Assistência Social,92114720799,92421295028,96143656438,95973703167,94930468783,92845668722
2019,09 - Previdência Social,734889523977,734889523977,728746522712,726836038594,726587482962,684483036190
2019,10 - Saúde,114303393148,122623766937,127072209030,125990834983,115765610412,114182505319
2019,11 - Trabalho,80301389270,80326967633,77990841525,74300957551,72491891089,72477174718
2019,12 - Educação,114060684984,116758801930,118399807709,114081564557,98450528247,94474263880
2019,13 - Cultura,1761416256,1888854191,1978060238,1808382861,771499217,742439074
2019,14 - Direitos da Cidadania,2014662866,2113319792,2787843318,2399590722,915380945,886822526
2019,15 - Urbanismo,1783213109,4179528065,7798235536,7472849244,1442532848,1352131179
2019,16 - Habitação,22500000,234400000,24400000,21506500,11693914,4925414
2019,17 - Saneamento,458847465,448472183,517886502,514804925,454228864,450742891
2019,18 - Gestão Ambiental,4443685341,4421575388,5246012850,4770109973,3350590114,3264928013
2019,19 - Ciência e Tecnologia,7041456491,7266854305,7404053857,7247723364,6572757091,6369722668
2019,20 - Agricultura,26529564357,27367078906,25086038612,21908317266,15355104848,14732646047
2019,21 - Organização Agrária,1977197414,2019169801,1996014173,1958478850,1434349658,1375068771
2019,22 - Indústria,2089764510,2117917976,2062673156,1909924550,1787184992,1703568873
2019,23 - Comércio e Serviços,4507930203,4885232256,3776587470,2771332000,1789287078,1784458413
2019,24 - Comunicações,1534596522,1532122075,1449464179,1396546478,1245164122,1185519158
2019,25 - Energia,2641485143,2657111205,2883502003,2702982425,2376715426,2337960231
2019,26 - Transporte,17098545153,17387915447,16629219530,12224515500,8790773823,8670927846
2019,27 - Desporto e Lazer,614428783,948897053,977829352,751142844,160700958,158476629
2019,28 - Encargos Especiais,1815695611136,1813663675484,1868340707667,1461123241028,1445201355373,1444685422303
2019,99 - Reserva de Contingência,67077782315,51593314165,33530336974,0,0,0
2020,01 - Legislativa,8144212495,8132128362,8063462120,7508598688,7240339199,7236135807
2020,02 - Judiciária,37820371082,37779334672,38274701541,37619033732,36317535186,36274370282
2020,03 - Essencial à Justiça,7765718765,7731083803,8210916803,8185046819,7888446494,7837253681
2020,04 - Administração,28985500175,27625066899,28654205844,26789442895,24959994191,23746369681
2020,05 - Defesa Nacional,75238892874,75830591569,82531091099,82380009013,77000389667,73213081976
2020,06 - Segurança Pública,11323427441,12163596193,14826005240,13844331110,11225169091,10717162762
2020,07 - Relações Exteriores,3281642030,3118664843,4123872242,3903942821,3817284657,3800146510
2020,08 - Assistência Social,92447732352,93373749906,463162901047,423577258618,412350235728,409936624446
2020,09 - Previdência Social,775975904285,772228696968,772140092934,766853669179,764853449237,718968153433
2020,10 - Saúde,115599849841,128368328172,187514367435,164687976201,152857679807,150462970240
2020,11 - Trabalho,80943640313,80988604947,84466960734,77234347654,75896453071,75873299767
2020,12 - Educação,108799969871,108781301665,110648446765,105396349945,92057853484,88075831717
2020,13 - Cultura,1708544356,1916717211,1773155441,1260149202,637613004,608669311
2020,14 - Direitos da Cidadania,1129616146,1415402688,1498510863,1454264304,972359600,943867214
2020,15 - Urbanismo,1676640660,8833697991,8724884901,8410315370,1326167235,1250144946
2020,16 - Habitação,16000000,144005386,79809705,77460407,1971878,1971878
2020,17 - Saneamento,423286160,403649561,889808188,889681581,825697721,788948145
2020,18 - Gestão Ambiental,3743448968,4459907835,4964999426,4791969435,3655267371,3533183401
2020,19 - Ciência e Tecnologia,6881160740,6924733013,7426867618,7319299560,6395299978,6214184413
2020,20 - Agricultura,24577942740,25661195193,23121307169,20212140471,13393990898,13046656218
2020,21 - Organização Agrária,1748566013,1791527276,2001431543,1988947450,1375757690,1327404407
2020,22 - Indústria,1731420517,1712930075,1789569587,1744614214,1645058743,1566371142
2020,23 - Comércio e Serviços,4060327423,3843121334,8569660783,7787518456,6919170116,4954917116
2020,24 - Comunicações,2089032837,2033191897,2076305505,1836280945,1621486936,1575257530
2020,25 - Energia,1368655294,1327746378,1674308662,1630334669,1410899628,1374027674
2020,26 - Transporte,15969197596,17444990742,17884397251,11782581326,8015594690,7887985815
2020,27 - Desporto e Lazer,220193845,685914023,599881136,596632003,101789376,98729061
2020,28 - Encargos Especiais,2082930178607,2083170915403,2272416567052,1928382490919,1884755185270,1884000618322
2020,99 - Reserva de Contingência,61919026642,47629306063,40381264841,0,0,0
2021,01 - Legislativa,8515764800,8515764800,8515764800,7390686000,2975956331,2946081778
2021,02 - Judiciária,39195149140,39195149140,39243069140,31056803336,15953699879,14380589179
2021,03 - Essencial à Justiça,8316859702,8300050768,8293769627,5465033821,3043741686,3033863916
2021,04 - Administração,29092922758,26469273478,26716820030,16461859787,9198217871,9172924340
2021,05 - Defesa Nacional,81019349654,79791864543,80078439345,52452819825,27339912620,26814176339
2021,06 - Segurança Pública,12186134463,12441944222,12861568167,6895395800,3710602767,3677834375
2021,07 - Relações Exteriores,3833524974,3798992406,3840598102,1467081583,1329777174,1324510568
2021,08 - Assistência Social,101931204033,102946207669,157027833473,128694144832,58062375078,58059687298
2021,09 - Previdência Social,807115303427,793957103427,800743551392,502202123717,337321105426,336758136478
2021,10 - Saúde,118359881369,133742440914,171295606200,94391274065,60818353639,60327802359
2021,11 - Trabalho,77966320554,69240227049,71866023400,46162804298,35763221651,35761767045
2021,12 - Educação,111763597225,112646449653,112513584646,68880427003,35740261215,35576522589
2021,13 - Cultura,1659686607,1734442954,1725697341,433595458,216406710,205233948
2021,14 - Direitos da Cidadania,1047757130,1211905993,1255050213,489738066,254570353,252001326
2021,15 - Urbanismo,1545249613,9088359297,8559219303,475300126,390384542,376752564
2021,16 - Habitação,13691785,230364503,230364503,0,0,0
2021,17 - Saneamento,365722240,235666577,320013999,169169560,159248825,150584513
2021,18 - Gestão Ambiental,3813738727,3799708443,4078859185,1391430372,705919067,691231933
2021,19 - Ciência e Tecnologia,6226970010,6294844213,8587857896,2262592912,1390604347,1331267757
2021,20 - Agricultura,24018268266,23183818075,26540468132,11865035033,3408680529,3333909170
2021,21 - Organização Agrária,1354029809,1767187267,1767187267,702090454,272268054,269716765
2021,22 - Indústria,1770767016,1773467696,1770590542,909599239,618115763,611046936
2021,23 - Comércio e Serviços,3411854624,3046392270,3582062243,3208617738,869959171,869765325
2021,24 - Comunicações,2965074606,3004935083,2982305762,858962030,507927395,493781505
2021,25 - Energia,1392343117,1378611927,1377229209,1005690736,428928100,416326620
2021,26 - Transporte,15549305254,14383900371,14575336171,6317360292,1292614117,1227040790
2021,27 - Desporto e Lazer,292215355,822563279,820063279,144838358,27984841,27569433
2021,28 - Encargos Especiais,2627028970248,2644640104616,2656059193764,1346529483804,1170911769819,1170897946982
2021,99 - Reserva de Contingência,55828658143,53594808527,50356009453,0,0,0